distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",7.226980394554678e-06,5.927265638233507e-07,2.1158019686063397e-06,7.370865429347212e-06,1.419360728701646e-08,2.259007898559447e-16,3.4806839365492637e-10,1.943457156399613e-08
"(3.211, 5.192]",1.0063651000058272e-06,5.532856018996931e-07,1.2203048246329965e-06,7.699187099029142e-07,4.69964380930381e-11,9.021649072086167e-17,6.909052292410133e-11,2.181540532333051e-11
"(5.192, 6.939]",5.487577681592248e-07,5.235325601658782e-07,7.761873458492473e-07,4.4833598227096996e-07,1.6757520293283722e-11,6.232139661470662e-17,3.437083826051526e-11,1.6811109713676193e-11
"(6.939, 8.647]",3.4723667573643e-07,4.971497189891412e-07,5.472976204156956e-07,2.93886407488125e-07,6.254768704878606e-12,5.433544100069225e-17,5.614208835844814e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.60189974731088e-07,4.7258761456091e-07,4.438470185507288e-07,2.5142780056727023e-07,6.086351450276802e-12,4.6386740614569843e-17,5.6343726015432765e-12,1.1582596055379163e-11
"(10.313, 11.904]",2.1028991323952214e-07,4.500275033360697e-07,3.889874148771207e-07,2.1358610898764178e-07,3.828034969932525e-12,3.850532146422142e-17,3.4735115465912625e-12,1.173758614631261e-11
"(11.904, 13.467]",1.649250173537228e-07,4.29296874694934e-07,3.419211119465095e-07,1.739964271776862e-07,2.0422644587709013e-12,3.3694527304316683e-17,1.4752899569050711e-12,6.686930348638243e-12
"(13.467, 15.011]",1.3215788618371366e-07,4.0977192997904717e-07,3.050105805840103e-07,1.7119865109765435e-07,1.529283197605019e-12,2.985787315033324e-17,1.8202342985083303e-12,6.5413784134823485e-12
"(15.011, 16.559]",1.0887143582293359e-07,3.9122661033184625e-07,2.736002196860773e-07,1.2950109927430747e-07,1.1380274236304652e-12,2.7521814726853132e-17,1.8663199506969078e-12,2.351541257401214e-12
"(16.559, 18.16]",9.20975872255331e-08,3.731328005783013e-07,2.618660193468008e-07,1.1101693456284513e-07,8.378583220019769e-13,2.6923590872220197e-17,1.6075300420774082e-12,4.567382612172995e-12
"(18.16, 19.809]",8.118439641759671e-08,3.5541290189734995e-07,2.3564950923661083e-07,9.452914495084786e-08,7.723184483955055e-13,2.565065480031009e-17,1.3354770961561775e-12,1.6091048029221236e-12
"(19.809, 21.501]",6.371146932891508e-08,3.3805824388621826e-07,2.2105887183402705e-07,8.380726233678593e-08,4.4634361002301276e-13,2.4568664424218922e-17,1.2089851734127906e-12,2.1987455757773446e-12
"(21.501, 23.229]",5.7045871217306894e-08,3.211417851573151e-07,2.0749993213627767e-07,7.321333613734111e-08,4.947774891433621e-13,2.3167224509753478e-17,1.025255057838156e-12,1.8106132646274065e-12
"(23.229, 24.979]",5.069196158332423e-08,3.0481328875490504e-07,1.7690167501756917e-07,6.877738343306384e-08,6.328915185930417e-13,2.129622750251594e-17,2.072511908941201e-12,3.3608753557607054e-12
"(24.979, 26.776]",3.7685436572749157e-08,2.890045037836166e-07,1.462215664966824e-07,5.3661718914482886e-08,2.7187720140338617e-13,2.017815862909888e-17,5.674714825382052e-13,2.268201768954608e-12
"(26.776, 28.569]",3.384570691622406e-08,2.7387968711571777e-07,1.6033761808281656e-07,4.065177677643253e-08,2.744925118840654e-13,1.8094080680882106e-17,1.5149146387683039e-12,2.697985476260605e-13
"(28.569, 30.431]",3.186112754318861e-08,2.593607723074679e-07,1.5335881242054238e-07,5.5981456442106964e-08,1.5434800311273154e-13,1.7471134359867318e-17,5.233410152747331e-13,3.844206297738422e-12
"(30.431, 32.517]",3.2303343599136726e-08,2.4447376282644794e-07,1.4188777586721886e-07,4.244577725049887e-08,1.8170949585641616e-13,1.9539964340080958e-17,1.6864610544987398e-12,5.80363983485233e-13
"(32.517, 34.741]",2.9768045525526574e-08,2.291028876800724e-07,1.3338148316260775e-07,3.988252299505033e-08,1.3377331114914036e-13,1.948321406888896e-17,5.830479287431704e-13,3.1209395146657436e-13
"(34.741, 37.035]",3.7933508994378586e-08,2.140974591501804e-07,1.5204466333959447e-07,3.9685666529743426e-08,1.1676499140442306e-12,1.8104839478726995e-17,4.725008551399798e-12,3.5767645787114316e-13
"(37.035, 39.4]",3.510764053929551e-08,1.99640919205186e-07,1.475217852371046e-07,3.712964551168325e-08,3.0896762255524507e-13,1.6792819381481073e-17,1.3260979145472789e-12,1.557450488460959e-13
"(39.4, 41.811]",2.1388157047441776e-08,1.8581212221112533e-07,1.2309827120950453e-07,3.751822467007241e-08,7.14476548303541e-14,1.5018739216720976e-17,6.896404109047369e-13,3.3755866508504146e-13
"(41.811, 44.358]",1.768864223792462e-08,1.7255793062483613e-07,1.0012920355991654e-07,3.1446796631144695e-08,9.11870896418766e-14,1.4587994327175123e-17,4.73322709016317e-13,2.529972893268271e-13
"(44.358, 46.832]",1.6113572469252428e-08,1.5986908797605633e-07,9.751628157830528e-08,2.663468427978939e-08,4.738974172709322e-14,1.1731957585254073e-17,3.11636688484466e-13,9.920394938322542e-14
"(46.832, 49.227]",1.1087758671089335e-08,1.487043943172955e-07,8.871690346334393e-08,2.383738503457283e-08,2.1930681628777026e-14,9.502766487738664e-18,1.6261029677711606e-13,1.1073561199735688e-13
"(49.227, 51.555]",9.383608992069767e-09,1.3847743054794085e-07,8.45901241048215e-08,1.8223485667790578e-08,1.9710816341693448e-14,7.790603305989701e-18,2.82164656564615e-13,5.50362010700713e-14
"(51.555, 53.764]",8.46681960778709e-09,1.2942447066032234e-07,7.833410117730373e-08,1.5023046575650857e-08,1.8707174772586207e-14,6.112970061301155e-18,1.6061166752060131e-13,2.1113471151598358e-14
"(53.764, 55.987]",7.603794237498635e-09,1.2106443889929044e-07,7.626541660729238e-08,1.3807523071044682e-08,1.7217501952341353e-14,5.4563534062327296e-18,2.7765509077945987e-13,1.9754952059062265e-14
"(55.987, 58.084]",6.7518841713053735e-09,1.1344417782054857e-07,8.086719912164571e-08,1.1909704998830526e-08,1.4792826712285153e-14,4.239392723959082e-18,2.936534225842149e-13,1.367660150647988e-14
"(58.084, 60.03]",6.007666906417079e-09,1.0679242206954605e-07,8.86704940449455e-08,1.1493692889081694e-08,9.530497920054318e-15,3.235914014642382e-18,2.7076496346672027e-13,1.721481046705117e-14
"(60.03, 61.847]",5.597808122855413e-09,1.0091654138467163e-07,1.015234986286147e-07,9.423369089552412e-09,1.2756328777057232e-14,2.533447174816807e-18,1.4190414122251777e-12,1.7590697324888437e-14
"(61.847, 63.57]",5.2634496415287895e-09,9.571324360269671e-08,1.070983999348781e-07,9.198815872502157e-09,8.13235043665056e-15,2.0246810822939786e-18,4.0846704773490714e-13,2.4066404882742124e-14
"(63.57, 65.258]",5.5006171079777354e-09,9.094854967463993e-08,1.0497295179191586e-07,7.835571055592372e-09,8.77382157706962e-15,1.7792663163051844e-18,3.8835964995968244e-13,5.203096697811021e-15
"(65.258, 66.947]",4.637875708724138e-09,8.646420826150722e-08,8.8345881679331e-08,6.7578913014164865e-09,7.923806234829921e-15,1.5923591786827583e-18,2.2162302454613833e-13,6.716634704556194e-15
"(66.947, 68.708]",3.3112275408797915e-09,8.211567121252114e-08,6.918596049542214e-08,5.810265628647267e-09,4.702540898769609e-15,1.5762226124305102e-18,2.2181604199120878e-13,7.798050675464267e-15
"(68.708, 70.5]",2.9229402722424217e-09,7.784102130813529e-08,5.61282922138176e-08,4.282315639744179e-09,4.533170949011903e-15,1.4626872625839648e-18,1.1980248534763692e-13,2.9110615267439906e-15
"(70.5, 72.284]",2.998440574477466e-09,7.37517826523094e-08,4.792093532344914e-08,3.6694737034329047e-09,5.03735883605958e-15,1.2982885420368508e-18,1.1529005532206901e-13,3.943187423682089e-15
"(72.284, 73.955]",2.7287375065066026e-09,7.003212424192442e-08,4.4234598166789816e-08,2.882272044186371e-09,3.932915960336729e-15,1.027535383749691e-18,5.345216467700893e-14,8.044125270248611e-16
"(73.955, 75.584]",2.4591527013700073e-09,6.667130769798377e-08,4.423726613854874e-08,2.6297322419387817e-09,4.116927477937982e-15,8.821099654695955e-19,6.783434750500984e-14,4.088341875105819e-16
"(75.584, 77.263]",1.7041496790195666e-09,6.343750097994534e-08,3.63351140546629e-08,2.358746406581304e-09,1.9512141901543584e-15,8.522691129703912e-19,4.1386634237524473e-14,7.98914608131983e-16
"(77.263, 78.964]",1.8767217984139534e-09,6.02978574627347e-08,3.436540288240549e-08,2.2469679862147922e-09,2.4874419248097107e-15,7.90474699017966e-19,6.155995658682409e-14,2.322096374601957e-15
"(78.964, 80.601]",1.5531154187231253e-09,5.734377514347419e-08,2.884447535425868e-08,1.8404286072419255e-09,2.0590306223915803e-15,6.620129946365109e-19,4.016020664374737e-14,5.594974731126829e-16
"(80.601, 82.152]",1.7472927088681635e-09,5.46647733093955e-08,2.822923318960384e-08,1.90258748527008e-09,2.638227778770816e-15,5.393713617690003e-19,1.608008347329888e-14,9.594733524427494e-16
"(82.152, 83.605]",1.5315775596251802e-09,5.225720123223282e-08,3.33304596476088e-08,1.5687112464305075e-09,2.1879847004816588e-15,4.3270125139572454e-19,4.1664284896340037e-14,2.2101428905407243e-16
"(83.605, 84.996]",1.6286493767845228e-09,5.0075204344065176e-08,4.040123093069743e-08,1.4269050650498778e-09,1.9622027342153805e-15,3.6286369450887504e-19,6.78928888624846e-14,1.2853470246816496e-16
"(84.996, 86.337]",1.2727193805336008e-09,4.806446913484431e-08,3.7571526848775666e-08,1.4364947326186744e-09,1.480074299637489e-15,3.113149736627386e-19,3.584419782612925e-14,4.3856843826613257e-16
"(86.337, 87.635]",1.811967988510313e-09,4.6204580347251924e-08,3.8915515777017273e-08,1.3575976639170107e-09,1.9722661017983318e-15,2.69481925207672e-19,3.9499252680630354e-14,5.393543173023788e-17
"(87.635, 88.948]",2.0708654327326387e-09,4.443471191178375e-08,4.3415211944559685e-08,1.3998391615209938e-09,4.354898553334148e-15,2.556022438552613e-19,9.669046570241085e-14,8.910537470054223e-17
"(88.948, 90.32]",2.6317248207643943e-09,4.268622261276281e-08,4.454414401207374e-08,1.3253631584007283e-09,4.459630172851251e-15,2.5662421162401984e-19,1.3883442974468576e-13,4.34481466491703e-17
"(90.32, 91.756]",2.1679372498919804e-09,4.092811980315801e-08,4.735651286761585e-08,1.497045262500791e-09,3.3559540787250206e-15,2.5909074729943655e-19,2.6778969291633133e-13,1.8029289618412843e-15
