distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",6.975711831026207e-06,5.543050742063845e-07,1.5121425744426553e-06,6.721579867430781e-06,1.1366950162014487e-08,8.622917329393284e-17,3.5608193342795215e-10,4.1217213516199477e-08
"(2.115, 3.2]",8.326088090287883e-07,5.319231582218557e-07,6.71422609717781e-07,6.65611523680699e-07,8.09916683445456e-11,2.4699034472418187e-17,3.015661373316772e-11,2.2535342083558842e-11
"(3.2, 4.113]",4.972022607640727e-07,5.16472575462854e-07,4.2382276537325467e-07,3.8296045095919904e-07,3.7032897441258954e-11,1.6566355904912643e-17,1.0556520938956402e-11,6.001372395613865e-12
"(4.113, 4.957]",3.0513817370420057e-07,5.030886112576356e-07,2.905530704575668e-07,2.680072926039445e-07,1.9161818961985007e-11,1.3579652249704369e-17,6.374114704472884e-12,4.551676350682788e-12
"(4.957, 5.788]",2.3023431956395153e-07,4.90690274020511e-07,2.765902313763341e-07,2.453505975187278e-07,1.095567991193823e-11,1.2399335923559667e-17,7.744499517262898e-12,2.839577429274795e-11
"(5.788, 6.614]",2.2212821920157567e-07,4.786239165028496e-07,2.3727615861702857e-07,1.952193988554646e-07,1.6467843933295986e-11,1.1787587239929182e-17,4.319388065510369e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.5527905825869347e-07,4.668130760801691e-07,2.272683314491693e-07,1.6504723110844888e-07,6.687975814509389e-12,1.1545522230753285e-17,6.837092463142591e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.7815774418032593e-07,4.5496189252742627e-07,1.958661984658501e-07,1.8773770101995095e-07,8.582298914551916e-12,1.2001772315100713e-17,2.5723298116442462e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.843975287852203e-07,4.427311030781861e-07,2.0166061916979682e-07,1.7789661138965264e-07,1.1416469020490135e-11,1.2910168597766509e-17,3.0852183181408054e-12,1.5393811549662804e-11
"(9.272, 10.288]",1.2937298357280793e-07,4.299751017432065e-07,1.807734397214848e-07,1.6471530448242573e-07,5.078659667157763e-12,1.4337469360284748e-17,2.274572852665852e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.5764238101685845e-07,4.1645249174834507e-07,1.9866356900198e-07,1.5111894796614842e-07,7.712829148137764e-12,1.6278843371754044e-17,2.8970580344251765e-12,4.088421879655589e-12
"(11.406, 12.65]",1.1673913109490403e-07,4.020180909189963e-07,2.065636519238425e-07,1.8124987968158377e-07,3.305844211910809e-12,1.864836216387907e-17,3.150858940170369e-12,2.8953674101445203e-11
"(12.65, 14.062]",1.1971250958951884e-07,3.8635797008287357e-07,1.9386764277061803e-07,2.101082871793838e-07,4.147348589125214e-12,2.2333678882746186e-17,2.316986651493378e-12,7.15662961034669e-11
"(14.062, 15.693]",1.3229073241297047e-07,3.6920288283227956e-07,2.2726907547021327e-07,1.8800051270648828e-07,7.60704650377218e-12,2.7113879504026104e-17,4.302976196465135e-12,1.4758376882139984e-11
"(15.693, 17.608]",1.2610223408381688e-07,3.5008887965230043e-07,2.68454245042784e-07,1.6022212989047593e-07,3.761133810465052e-12,3.369725782789283e-17,8.09529873637045e-12,4.74884266722672e-12
"(17.608, 19.895]",1.4749220387021743e-07,3.288487775517458e-07,3.4388342665790406e-07,2.0013446977582312e-07,4.536116316258986e-12,4.2319903495607336e-17,1.0588122703325159e-11,2.201677349609846e-11
"(19.895, 22.678]",1.4142006677562707e-07,3.048894186541545e-07,3.659545821394146e-07,1.5574336363617906e-07,4.227837853186668e-12,5.411048986714297e-17,7.445530910130532e-12,2.533203134272134e-12
"(22.678, 25.793]",1.1020337369293991e-07,2.788554145818658e-07,4.147231779575962e-07,1.6932430166807277e-07,2.5116951939971983e-12,5.721712167894475e-17,7.763172194661034e-12,6.690346984133275e-12
"(25.793, 29.162]",9.088580730474072e-08,2.5309815373301133e-07,3.5381534429009266e-07,1.3232865675491082e-07,1.6807183041599922e-12,5.4980933182172824e-17,8.767569944995794e-12,2.4466296592983557e-12
"(29.162, 32.281]",8.087999784930615e-08,2.2921556067847794e-07,2.8833591640759385e-07,1.1093819967588296e-07,2.6988175060036096e-12,3.8088938157905965e-17,4.923300185581689e-12,1.0884424479361143e-11
"(32.281, 35.044]",5.286960898374559e-08,2.0993144406440378e-07,2.85947900826289e-07,7.150670324226052e-08,6.393648329151424e-13,2.5064020819737258e-17,4.873007187938062e-12,1.1441076429985978e-12
"(35.044, 37.614]",3.299898814178549e-08,1.937446322643857e-07,2.3331512232638235e-07,5.737400241059522e-08,2.86477933244542e-13,1.8718775665243866e-17,4.226948024870499e-12,4.924587772842734e-13
"(37.614, 40.002]",2.4888397606586636e-08,1.798906665018139e-07,1.8124921171472704e-07,5.079981990103102e-08,1.972041524443247e-13,1.3745071857586638e-17,2.194410275746568e-12,9.691771415561444e-13
"(40.002, 42.213]",2.4654416427770763e-08,1.6792104885537543e-07,1.7149991739166815e-07,4.307356243644427e-08,2.3251203876154687e-13,1.0294654272709012e-17,2.089353449704213e-12,4.617269045333282e-13
"(42.213, 44.525]",1.8294285227819252e-08,1.5707509017030005e-07,1.724189091461162e-07,4.381574953977113e-08,1.2419320960875795e-13,9.883666671430953e-18,2.0200076673337574e-12,3.1929257942444573e-13
"(44.525, 46.962]",1.8760697944445678e-08,1.4618062972324777e-07,1.650857583266627e-07,3.988800243346746e-08,1.3733610086106096e-13,9.495515493749081e-18,1.5326572623493793e-12,2.013185977896612e-13
"(46.962, 49.411]",1.5551601318066448e-08,1.3589233657340767e-07,1.4976377833464896e-07,3.504312832102804e-08,1.0289566219658847e-13,8.264623981288944e-18,1.4225659411836416e-12,4.630757587556408e-13
"(49.411, 51.915]",1.5259479043460485e-08,1.260869909364154e-07,1.532098042122644e-07,3.007415994578765e-08,7.627713708489972e-14,7.512606326646374e-18,1.3097205819285645e-12,1.7981104150395674e-13
"(51.915, 54.193]",1.1466752941838862e-08,1.1730248483077863e-07,1.3663588938195402e-07,2.393080273549437e-08,5.768236330338194e-14,5.350947486908653e-18,8.73265985214552e-13,1.1309028294310233e-13
"(54.193, 56.242]",1.0241065285381702e-08,1.0994828790632316e-07,1.3099294732054538e-07,2.0646956043226383e-08,5.5912698650575133e-14,3.785578066368713e-18,8.948549357833345e-13,1.5038390835424587e-13
"(56.242, 58.166]",9.22008633491369e-09,1.03618602358816e-07,1.513860560144536e-07,1.7532796788042956e-08,3.611408864184847e-14,2.9759990678008506e-18,2.288399545179149e-12,6.519351216592786e-14
"(58.166, 60.05]",8.928108197512253e-09,9.785918402389228e-08,1.284283887920917e-07,1.4989865152683473e-08,3.2827811174989557e-14,2.542404445133617e-18,9.2117944301197e-13,6.027177090739646e-14
"(60.05, 61.85]",5.952207633931622e-09,9.261122616021113e-08,1.1568493856181263e-07,1.3203322101441089e-08,1.911120201519917e-14,2.0760725887952817e-18,9.228139618985622e-13,4.704395900256824e-14
"(61.85, 63.607]",7.440090164593544e-09,8.781338534040507e-08,9.203169408643548e-08,1.1548401534163573e-08,5.08765155601708e-14,1.7898657127204418e-18,4.867236643565569e-13,2.8413099282672316e-14
"(63.607, 65.353]",6.798354797578764e-09,8.330564973268555e-08,8.447476287240198e-08,9.895607011928836e-09,3.3983927132520066e-14,1.5908563711901886e-18,4.36042493294471e-13,6.686320872240266e-14
"(65.353, 67.048]",6.798200032746257e-09,7.91130452475934e-08,1.0457860522743235e-07,9.418967837017237e-09,3.742348650105099e-14,1.3524769628798656e-18,7.082401581991074e-13,1.242533861611833e-14
"(67.048, 68.668]",5.310302889095859e-09,7.527187019189904e-08,1.0802536714178347e-07,8.304700573931677e-09,1.7772184050592822e-14,1.1186008267469497e-18,6.431152420844678e-13,1.139021845278691e-14
"(68.668, 70.216]",4.551584571280756e-09,7.178807617466991e-08,9.502492656238945e-08,6.146403016743556e-09,1.6582624092128268e-14,9.309882836529544e-19,5.822429640887559e-13,1.821762545492265e-15
"(70.216, 71.784]",3.909783445817831e-09,6.851253301892802e-08,8.403752305697736e-08,6.404734616383655e-09,1.3148022365414955e-14,8.70328247885146e-19,5.914687304858175e-13,1.602631514233641e-14
"(71.784, 73.38]",4.08475538448273e-09,6.535916054919309e-08,8.518742338347911e-08,5.0686056802077035e-09,1.718497443718356e-14,8.174518910003719e-19,4.093972680306362e-13,1.5579287915187429e-15
"(73.38, 75.118]",3.968138422621082e-09,6.217169610111824e-08,8.263449852932087e-08,5.294740368955681e-09,1.4194644037666916e-14,8.718913680730268e-19,3.697560540030639e-13,4.02107402144318e-15
"(75.118, 76.989]",4.318268283440589e-09,5.889195697092641e-08,7.39294010017939e-08,5.15176106364618e-09,1.7781736035127125e-14,9.221272287815434e-19,2.81137139199827e-13,8.692424546042866e-15
"(76.989, 78.993]",3.7054566702093334e-09,5.5570033168504904e-08,7.831864217804104e-08,4.46859409710308e-09,1.412154644475554e-14,9.37520848173092e-19,3.071630278841313e-13,1.8403885123415228e-15
"(78.993, 81.161]",3.501298608195072e-09,5.2223120283965766e-08,7.204408141926133e-08,3.3921478381344e-09,2.4369778929875106e-14,9.511593191129708e-19,2.0315767614135802e-13,1.2467115688513893e-15
