distance,model_sum,groundtruth_sum,groundtruth_true_sum,benchmark_sum
"(-0.001, 9.548]",0.7058227373869274,0.7914215764415061,0.6667319013030067,0.844485276281958
"(9.548, 14.357]",0.052739443017153505,0.06024252078708085,0.07934657072238241,0.02631227865909863
"(14.357, 18.128]",0.03325527441384144,0.027093769919774597,0.04668720614996752,0.016567214864405953
"(18.128, 21.389]",0.023254078323179748,0.018293438997166785,0.027618177022202532,0.011139814680056275
"(21.389, 24.365]",0.01759933730646314,0.013736511855301618,0.014538470875637565,0.00884757192063261
"(24.365, 27.157]",0.013738485156119485,0.009672601352555115,0.019966403552383123,0.008908213263474506
"(27.157, 29.803]",0.011026522569044581,0.007952782225134734,0.006380478346709566,0.006555329161208948
"(29.803, 32.325]",0.009723673402008047,0.006274289396984846,0.017164528198012178,0.005791248241401057
"(32.325, 34.744]",0.010593804645774292,0.00500740495300219,0.005816108757838713,0.0060277494784844515
"(34.744, 37.052]",0.009144162533893354,0.004503881094326536,0.01133857083482227,0.005421336050065491
"(37.052, 39.226]",0.007441957476505715,0.003757201406960653,0.003639616528936917,0.0041842526560908165
"(39.226, 41.315]",0.005881355714397275,0.0032732136807531557,0.009921498818822008,0.0024984233250861113
"(41.315, 43.341]",0.005848487933817634,0.0028351647162833137,0.0040343156582342285,0.0032988890505991366
"(43.341, 45.324]",0.004924977437380699,0.002302501918213295,0.0067705552179682105,0.0019890360452141857
"(45.324, 47.269]",0.004641523720652531,0.002134822379052641,0.002546233294261285,0.002158831805171494
"(47.269, 49.172]",0.004644242108520021,0.0027312876497973433,0.0027979905582499877,0.002007228448066754
"(49.172, 51.036]",0.004693173090134823,0.00269600724914751,0.006995829391481151,0.0021588318051714937
"(51.036, 52.866]",0.004652891524462031,0.0022776396747814292,0.0019123863572548957,0.002025420850919323
"(52.866, 54.664]",0.004414909022971861,0.0022141304881295207,0.0017969854722337483,0.002025420850919323
"(54.664, 56.437]",0.00394190953402878,0.0017263726290242174,0.004143389528496941,0.0015888031824576728
"(56.437, 58.172]",0.003892978552413978,0.0016493837556002665,0.0022731213101280633,0.0022073448794450103
"(58.172, 59.897]",0.0034963410499303602,0.001367501707179525,0.0007861312126484553,0.0017585989424149808
"(59.897, 61.592]",0.002837996933658486,0.0011884876328034737,0.006825781649962193,0.0013098530053849513
"(61.592, 63.286]",0.002609652352789412,0.0011537366458947266,0.00157758162025906,0.0010672876340173676
