quantile,score,weight
"(-0.001, 22.405]",1.0,0.0
"(22.405, 35.395]",1.0,0.0
"(35.395, 46.554]",1.0,0.0
"(46.554, 56.061]",1.0,0.0
"(56.061, 64.93]",1.0,0.0
"(64.93, 73.165]",1.0,0.0
"(73.165, 80.94]",1.0,0.0
"(80.94, 88.329]",1.0,0.0
"(88.329, 95.338]",1.0,0.0
"(95.338, 102.07]",0.42395745500868265,0.028808870046507534
"(102.07, 108.851]",0.46508368653286936,0.07236145663781507
"(108.851, 115.402]",0.49540316455337097,0.07075061842379658
"(115.402, 121.788]",0.5746103629784429,0.05770976569595194
"(121.788, 128.103]",0.610441329064341,0.051592339773434755
"(128.103, 134.5]",0.6327695647865957,0.05032928009109841
"(134.5, 140.658]",0.5017664246527469,0.04368066159153193
"(140.658, 146.534]",0.610153036753941,0.03629542177813652
"(146.534, 152.416]",0.7625709835468384,0.037018223265486386
"(152.416, 158.282]",0.7432152082845749,0.03373219817243452
"(158.282, 164.09]",0.6705773956471804,0.03223776128635418
"(164.09, 169.751]",0.791704130563144,0.027923125026563193
"(169.751, 175.259]",0.8312404294116507,0.025740229035109877
"(175.259, 180.935]",0.8144701330115396,0.025313373872513135
"(180.935, 186.282]",0.8216204109573333,0.021705247253098952
"(186.282, 191.76]",0.8098704634352366,0.021858056108661907
"(191.76, 197.086]",0.7248361929747884,0.02036403023975935
"(197.086, 202.626]",0.842404595576279,0.018069778436215524
"(202.626, 207.999]",0.8254241197504879,0.01616024447997461
"(207.999, 213.47]",0.8256476722545011,0.013198445719251684
"(213.47, 218.954]",0.7800551956597083,0.013587606084362347
"(218.954, 224.269]",0.8116943527930435,0.011784986950829761
"(224.269, 229.603]",0.8062598619429341,0.010331376594310075
"(229.603, 234.752]",0.8103981318301444,0.010716366582263088
"(234.752, 239.974]",0.73289034248467,0.010433726612565628
"(239.974, 245.254]",0.6286763622787304,0.011894029430797516
"(245.254, 250.51]",0.6897218476590244,0.009735326790350935
"(250.51, 255.844]",0.6939166664529415,0.009767882017785065
"(255.844, 261.162]",0.7304438848689281,0.008920913475702029
"(261.162, 266.661]",0.7205492044691054,0.008557181558768305
"(266.661, 272.129]",0.717016415231595,0.007781695571285935
"(272.129, 277.715]",0.7065350245219569,0.00759964716455831
"(277.715, 283.342]",0.7280003982032467,0.007103382335263513
"(283.342, 289.14]",0.7219397479203981,0.007285121032574002
"(289.14, 295.075]",0.7442796709135788,0.006541737567457432
"(295.075, 301.331]",0.7873098831299822,0.005703050143242295
"(301.331, 307.68]",0.7857293214513861,0.005613105277883498
"(307.68, 313.891]",0.7941395513474004,0.005441830625028058
"(313.891, 320.547]",0.7858214534662799,0.005434848173572595
"(320.547, 326.988]",0.8163829252935197,0.004933643807006314
"(326.988, 333.082]",0.7596320173764596,0.005518840037471137
"(333.082, 339.529]",0.7962110523091378,0.005020826399543681
"(339.529, 346.178]",0.7942091816077079,0.005034391957673979
"(346.178, 352.733]",0.7799949371624829,0.005130642135540592
"(352.733, 359.7]",0.8274222866364892,0.0044136488729364124
"(359.7, 366.652]",0.8254732113010085,0.004520686395395664
"(366.652, 373.677]",0.8293967376684943,0.004402322806401495
"(373.677, 380.777]",0.80301333423824,0.004725917318098493
"(380.777, 387.825]",0.6355537571164385,0.006554593015748529
"(387.825, 394.882]",0.5577578183362545,0.007740505526423047
"(394.882, 401.993]",0.4940499527878099,0.008067744770823162
"(401.993, 409.214]",0.7104965392879483,0.005621793664473736
"(409.214, 416.899]",0.8935777227327382,0.003341255707506618
"(416.899, 424.964]",0.8626639741103038,0.0037641525442570233
"(424.964, 433.403]",0.851167312080534,0.003928750273620044
"(433.403, 442.513]",0.9065049994288096,0.0030918954356520083
"(442.513, 452.301]",0.9318697123150137,0.002597209105279499
"(452.301, 462.106]",0.94302064377818,0.002377852897759171
"(462.106, 471.922]",0.9189738031133573,0.0028325580352830727
"(471.922, 482.18]",0.9244414678816262,0.002707851071674091
"(482.18, 492.672]",0.9035873505928316,0.003017469335630133
"(492.672, 503.113]",0.8903287146491353,0.0031904042585078553
"(503.113, 514.191]",0.7684403001501954,0.0044676494370093035
"(514.191, 526.672]",0.6705431299323441,0.005289054754944671
"(526.672, 540.366]",0.9403397599893945,0.002390364466872401
"(540.366, 555.642]",0.9519942239644246,0.002055585907558109
"(555.642, 572.623]",0.9768499479833813,0.0014617506603069618
"(572.623, 590.3]",0.9820426774009615,0.0012835569554869046
"(590.3, 608.519]",0.9822251803792733,0.0012792948044961431
"(608.519, 627.063]",0.9837693094028376,0.001178486633451188
"(627.063, 646.694]",0.9895204078121403,0.000994510806476731
"(646.694, 667.806]",0.9917735667670738,0.000869493126214842
"(667.806, 688.951]",0.9951723196522155,0.0006708930288932825
"(688.951, 710.266]",0.9951643603311304,0.0006722145673159004
"(710.266, 731.47]",0.9953826700684865,0.0006595769352523785
"(731.47, 753.692]",0.994229802912547,0.000717869929719766
"(753.692, 776.394]",0.9977523138492231,0.0004598955554103964
"(776.394, 799.564]",0.9975144856262846,0.00047638986008900037
"(799.564, 824.441]",0.9969199922665667,0.0005264863849418857
"(824.441, 850.989]",0.9960129722949639,0.0004914399829568253
"(850.989, 878.232]",0.9984862991791355,0.0003659078041430298
"(878.232, 907.275]",0.9983960722359969,0.0003535226553863311
"(907.275, 937.093]",0.9992542309121475,0.0002573820009822861
"(937.093, 968.346]",0.9993481755706064,0.00024185618234259817
"(968.346, 1002.009]",0.9994905348007639,0.000215030537019182
"(1002.009, 1035.793]",0.998787022743815,0.00030300007775913414
"(1035.793, 1077.098]",0.9997723891625115,0.00014577405171865203
"(1077.098, 1122.821]",0.9998102007528558,0.00012900418284926226
"(1122.821, 1179.108]",0.9997916707495846,0.00013332217475249116
"(1179.108, 1253.004]",0.9997767001998559,0.00013754873895629219
"(1253.004, 1519.694]",0.9992047069281702,0.00015524150169214808
