quantile,score,weight
"(-0.001, 2.115]",0.01334878454490393,0.590517677673264
"(2.115, 3.2]",0.7779828035637039,0.05847530357839675
"(3.2, 4.113]",0.9196551886616724,0.03364460745856948
"(4.113, 4.957]",0.9445494320957207,0.02354497666984177
"(4.957, 5.788]",0.7930067670858811,0.021555031394410316
"(5.788, 6.614]",0.9618833544169504,0.017150414628250267
"(6.614, 7.456]",0.929779115063953,0.014500059441801655
"(7.456, 8.337]",0.9029257634717645,0.016493132510004747
"(8.337, 9.272]",0.8727526903141744,0.015628928897026523
"(9.272, 10.288]",0.8741924092048697,0.014470568929390071
"(10.288, 11.406]",0.9354399608418342,0.01327640405461799
"(11.406, 12.65]",0.8001112684807141,0.015923164429786498
"(12.65, 14.062]",0.6412734088081556,0.018458853461857595
"(14.062, 15.693]",0.8700369767808035,0.016516221042290388
"(15.693, 17.608]",0.8529261509711877,0.014076154999397865
"(17.608, 19.895]",0.7518599445317982,0.017582213438745626
"(19.895, 22.678]",0.7392661522123898,0.013682677468892882
"(22.678, 25.793]",0.7134305472373316,0.014875478550143536
"(25.793, 29.162]",0.6875128126871137,0.011625601810545946
"(29.162, 32.281]",0.6603242815274085,0.00974614271792567
"(32.281, 35.044]",0.5545046254173861,0.006282006893239078
"(35.044, 37.614]",0.5940097008393168,0.005040535607780433
"(37.614, 40.002]",0.6958580391882034,0.004462865777945383
"(40.002, 42.213]",0.6643579816333366,0.003784184754291372
"(42.213, 44.525]",0.650854842640526,0.0038493012285679743
"(44.525, 46.962]",0.6320254890284795,0.003504320565789849
"(46.962, 49.411]",0.6485905226086173,0.0030786089092589577
"(49.411, 51.915]",0.6180815961820282,0.0026421352478772273
"(51.915, 54.193]",0.6160800611737633,0.002102368881918651
"(54.193, 56.242]",0.6083916618461487,0.0018139176762216101
"(56.242, 58.166]",0.47202509077396454,0.0015402912634231505
"(58.166, 60.05]",0.5417170780610997,0.0013169196131238528
"(60.05, 61.85]",0.5863523605812535,0.0011599382532558019
"(61.85, 63.607]",0.6877121903777286,0.001014573268382407
"(63.607, 65.353]",0.6963486001439793,0.0008693488672119718
"(65.353, 67.048]",0.6351794245992318,0.0008274940003533118
"(67.048, 68.668]",0.6109025687145894,0.0007295845548210453
"(68.668, 70.216]",0.6209272611177278,0.0005399860906329889
"(70.216, 71.784]",0.7050737052814662,0.0005626687455185368
"(71.784, 73.38]",0.6278907279502388,0.0004452972834289666
"(73.38, 75.118]",0.6711759180071989,0.00046515353089349464
"(75.118, 76.989]",0.7350499872342353,0.00045259251296344394
"(76.989, 78.993]",0.6663048396335304,0.00039258386580689385
"(78.993, 81.161]",0.7349194652854072,0.0002980069718757831
"(81.161, 83.559]",0.6904093402410516,0.00021758696352238468
"(83.559, 86.01]",0.7132825208009478,0.00018761066558091178
"(86.01, 88.485]",0.7038322807566775,0.00014050766014760954
"(88.485, 90.999]",0.7595239991989716,8.389547810042993e-05
"(90.999, 93.534]",0.7582043024923196,5.825244540259196e-05
"(93.534, 96.205]",0.7597876102607943,4.409851790579927e-05
"(96.205, 99.019]",0.7770983393666879,3.9764628754665473e-05
"(99.019, 102.003]",0.8241295228532555,3.45752849278547e-05
"(102.003, 105.095]",0.8075601742465247,2.7396882431915377e-05
"(105.095, 108.257]",0.8521881096000898,3.1259491603097985e-05
"(108.257, 111.141]",0.8434166729392317,2.4383511828257054e-05
"(111.141, 113.928]",0.8713852578695236,1.4963963616942427e-05
"(113.928, 116.649]",0.8688541415491403,1.789834964523764e-05
"(116.649, 119.431]",0.9124109083253857,9.757962843305013e-06
"(119.431, 122.169]",0.9362896075037181,1.2941773950446065e-05
"(122.169, 124.783]",0.934615911105009,8.40147774727441e-06
"(124.783, 127.235]",0.8971173878868456,1.1110973987885267e-05
"(127.235, 129.725]",0.9247403508237194,8.31847759832409e-06
"(129.725, 132.333]",0.9321128811501795,5.74652700006057e-06
"(132.333, 135.009]",0.9460147374958011,4.754889391115699e-06
"(135.009, 137.69]",0.947726956776336,4.924518120155093e-06
"(137.69, 140.64]",0.969074128271034,4.586849775676758e-06
"(140.64, 143.744]",0.963887811733196,3.7427004140770336e-06
"(143.744, 147.09]",0.96464117203456,3.7027151178996534e-06
"(147.09, 150.402]",0.9765406333074552,5.081011494288103e-06
"(150.402, 153.728]",0.986280307364911,4.119119804242884e-06
"(153.728, 157.088]",0.9894864407798856,3.0982667894124684e-06
"(157.088, 160.853]",0.989294666930473,3.022729575470022e-06
"(160.853, 164.899]",0.990925069626414,3.7398889376464144e-06
"(164.899, 169.036]",0.989098982133299,3.946151870525378e-06
"(169.036, 173.661]",0.9908497182169559,5.713423131709578e-06
"(173.661, 178.547]",0.9945040794100888,2.879507890033181e-06
"(178.547, 183.5]",0.9952483326081714,1.790128955031409e-06
"(183.5, 188.338]",0.995514423929225,1.0230207909582609e-06
"(188.338, 192.915]",0.9967662569959188,9.256733446884363e-07
"(192.915, 197.775]",0.9973000996712187,9.821181088118387e-07
"(197.775, 202.29]",0.9984238633847229,1.36643102478213e-06
"(202.29, 206.195]",0.9986361916667167,6.442621668828423e-07
"(206.195, 209.78]",0.9989309384772418,5.670910734678416e-07
"(209.78, 213.381]",0.9994336187092199,2.4674520509604923e-07
"(213.381, 217.014]",0.9996259042030841,3.628761418080678e-07
"(217.014, 220.281]",0.9996596935603861,2.735277729809273e-07
"(220.281, 223.903]",0.9997574298973158,2.9325736542650707e-07
"(223.903, 228.5]",0.9996381401319852,2.832162156226012e-07
"(228.5, 235.086]",0.9996581873151047,8.614561471932261e-07
"(235.086, 243.0]",0.9997208767015987,1.3589986623196984e-06
"(243.0, 251.277]",0.9998254872846666,1.7571904658855284e-06
"(251.277, 260.286]",0.9998501114071232,1.4897966055261413e-06
"(260.286, 270.265]",0.9998468451245283,2.0894876842480344e-06
"(270.265, 281.827]",0.9999359440496342,5.952560264552211e-06
"(281.827, 295.923]",0.999966769185768,5.219887356770828e-06
"(295.923, 316.2]",0.999977893093382,3.2398075837251288e-06
"(316.2, 341.702]",0.9999935901091602,3.963173202567836e-06
"(341.702, 379.925]",0.9999983241514236,2.040451567155178e-06
"(379.925, 466.471]",0.9999974945576574,1.2718177881493673e-05
"(466.471, 1416.072]",0.999999993775545,4.703357644026285e-07
